name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Bountiful Harvest,,Magic 2010,,M10,,189913,,Sorcery,,,,,,,,{4}{G},,5,,Jason Chan,,"#_Following the sun's cycle, harvest season comes once a year—unless the druids bid the sun behave otherwise._#",,G,,,,170,,C,,1.066,,,,,,You gain 1 life for each land you control.,,,,,,,,,,,,,,,,170,,????,,,,Récolte généreuse,,Reiche Ernte,,Raccolto Abbondante,,?????,,Colheita Abundante,,???????? ??????,,Cosecha dadivosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Bramble Creeper,,Magic 2010,,M10,,189915,,Creature — Elemental,,0,,3,,,,{4}{G},,5,,Carl Critchlow,,"#_""I've seen the fully grown ones tear a baloth to gory ribbons in seconds.""£—Kivi, thornberry harvester_#",,G,,,,171,,C,,2.138,,,,,,"Whenever Bramble Creeper attacks, it gets +5/+0 until end of turn.",,,,,,,,,,,,,,,,171,,?????,,,,Fureteur des ronces,,Dorngestrüppkriecher,,Strisciante dei Rovi,,?????????,,Liana Lenhosa,,???????? ??????,,Trepador de zarzas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Burning Inquiry,,Magic 2010,,M10,,191096,,Sorcery,,,,,,,,{R},,1,,Zoltan Boros & Gabor Szikszai,,"#_Jariad burned the midnight oil, burned through scroll after scroll, and then burned down his laboratory._#",,R,,,,128,,C,,3.943,,"£10/1/2009 : First the player whose turn it is draws three cards, then each other player in turn order does so. Then the active player randomly chooses the three cards he or she will discard, then each other player in turn order does so. Then all the cards are discarded at the same time.£10/1/2009 : Each player must discard three cards, even a player that (for some reason) didn’t actually draw three cards.",,,,"Each player draws three cards, then discards three cards at random.",,,,,,,,,,,,,,,,128,,????,,,,Requête brûlante,,Brennende Frage,,Indagine Scottante,,??????,,Inquisição Ardente,,??????? ??????,,Pesquisa ardiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Burst of Speed,,Magic 2010,,M10,,191061,,Sorcery,,,,,,,,{R},,1,,Zoltan Boros & Gabor Szikszai,,#_Great generals inspire by example. Goblin chieftains inspire by electrifying the barracks._#,,R,,,,129,,C,,2.196,,£10/1/2009 : Burst of Speed affects only creatures you control at the time it resolves. It won’t affect creatures that come under your control later in the turn.,,,,Creatures you control gain haste until end of turn. #_(They can attack and {T} even if they just came under your control.)_#,,,,,,,,,,,,,,,,129,,????,,,,Explosion de vitesse,,Zwischenspurt,,Accelerazione,,?????,,Estouro Veloz,,??????? ????????,,Estallido de velocidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancel,,Magic 2010,,M10,,189918,,Instant,,,,,,,,{1}{U}{U},,3,,David Palumbo,,,,U,,,,44,,C,,2.8,,,,,,Counter target spell.,,,,,,,,,,,,,,,,44,,??,,,,Révocation,,Abbrechen,,Eliminare,,????,,Cancelar,,??????,,Deshacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyon Minotaur,,Magic 2010,,M10,,191059,,Creature — Minotaur Warrior,,3,,3,,,,{3}{R},,4,,Steve Prescott,,"#_""We'll scale these cliffs, traverse Brittle Bridge, and then fight our way down the volcanic slopes on the other side.""£""Isn't the shortest route through the canyon?""£""Yes.""£""So shouldn't we—""£""No.""_#",,R,,,,130,,C,,1.725,,,,,,,,,,,,,,,,,,,,,,130,,?????,,,,Minotaure des canyons,,Bergschlucht-Minotaurus,,Minotauro del Canyon,,?????????,,Minotauro do Desfiladeiro,,????????? ????????,,Minotauro del desfiladero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricious Efreet,,Magic 2010,,M10,,189914,,Creature — Efreet,,6,,4,,,,{4}{R}{R},,6,,Justin Sweet,,"#_""You wish for great destruction? It is done, my master.""_#",,R,,,,131,,R,,3.531,,"£10/1/2009 : If Capricious Efreet is the only nonland permanent you control when its ability triggers, you’ll have to target it.£10/1/2009 : You may target zero, one, or two nonland permanents you don’t control.£10/1/2009 : You target between one and three permanents as you put the ability on the stack. You don’t randomly choose which one will be destroyed until the ability resolves. If one of those permanents has become an illegal target by then, you randomly choose between the remaining ones.£10/1/2009 : As the ability resolves, there is no time to react between the time a permanent is chosen at random and the time it’s destroyed. If you want to put a regeneration shield on one of those permanents, or sacrifice it for some effect, or anything else, you must do so before the ability resolves (and before you know which one of the permanents will be chosen at random).£7/1/2013 : If one of the targets has indestructible, it can be chosen at random but nothing will happen to it if it is.",,,,"At the beginning of your upkeep, choose target nonland permanent you control and up to two target nonland permanents you don't control. Destroy one of them at random.",,,,,,,,,,,,,,,,131,,????,,,,Éfrit capricieux,,Kapriziöser Ifrit,,Efreet Capriccioso,,?????????,,Efrite Caprichoso,,????????? ?????,,Efrit caprichoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain of the Watch,,Magic 2010,,M10,,191070,,Creature — Human Soldier,,3,,3,,,,{4}{W}{W},,6,,Greg Staples,,,,W,,,,6,,R,,4.116,,"£10/1/2009 : Captain of the Watch grants +1/+1 and vigilance to all other Soldier creatures you control, not just the ones its ability puts onto the battlefield.",,,,"Vigilance #_(Attacking doesn't cause this creature to tap.)_#£Other Soldier creatures you control get +1/+1 and have vigilance.£When Captain of the Watch enters the battlefield, create three 1/1 white Soldier creature tokens.",,,,,,,,,,,,,,,,6,,????,,,,Capitaine des veilleurs,,Hauptmann der Wache,,Capitano della Guardia,,????,,Capitão da Vigilância,,??????? ??????,,Capitán de la Guardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Celestial Purge,,Magic 2010,,M10,,191595,,Instant,,,,,,,,{1}{W},,2,,David Palumbo,,"#_""We see clearly the error of your ways. It does not matter that you choose not to.""£—Urien of the Lightwielders_#",,W,,,,7,,U,,3.61,,"£10/1/2009 : Lands are colorless (even if their frames have some colored elements to them). You can’t target a Swamp, a Mountain, or any other land with Celestial Purge (unless some other effect has turned that land black or red).",,,,Exile target black or red permanent.,,,,,,,,,,,,,,,,7,,????,,,,Épuration céleste,,Himmlische Säuberung,,Epurazione Celeste,,?????,,Expurgo Celestial,,???????? ????????,,Purga celestial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemetery Reaper,,Magic 2010,,M10,,190193,,Creature — Zombie,,2,,2,,,,{1}{B}{B},,3,,Dave Allsop,,#_Every grave cradles a recruit._#,,B,,,,87,,R,,4.065,,"£10/1/2009 : Cemetery Reaper grants +1/+1 to all other Zombie creatures you control, not just the ones its ability puts onto the battlefield.£10/1/2009 : The creature card in a graveyard is exiled as part of the activated ability’s effect, not as a cost. If that card has left the graveyard by the time the ability would resolve, the ability is countered and you don’t get a Zombie token.",,,,"Other Zombie creatures you control get +1/+1.£{2}{B}, {T}: Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.",,,,,,,,,,,,,,,,87,,?????,,,,Faucheur des cimetières,,Friedhofs-Sensenmann,,Mietitore dei Cimiteri,,?????????,,Colhedor de Cemitério,,????????????? ????,,Segador del cementerio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaur Courser,,Magic 2010,,M10,,189883,,Creature — Centaur Warrior,,3,,3,,,,{2}{G},,3,,Vance Kovacs,,"#_""The centaurs are truly free. Never will they be tamed by temptation or controlled by fear. They live in total harmony, a feat not yet achieved by our kind.""£—Ramal, sage of Westgate_#",,G,,,,172,,C,,2.781,,,,,,,,,,,,,,,,,,,,,,172,,????,,,,Coursier centaure,,Zentauren-Renner,,Corsiera Centaura,,??????????,,Centaura-Caçadora,,??????????? ???????,,Cazador centauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandra Nalaar,,Magic 2010,,M10,,191242,,Planeswalker — Chandra,,,,,,6,,{3}{R}{R},,5,,Aleksi Briclot,,,,R,,,,132,,M,,4.1,,"£10/1/2007 : To activate the second ability, you choose a value of X equal to or less than the number of loyalty counters on Chandra Nalaar. You may choose 0. You can’t choose a negative number.",,,,+1: Chandra Nalaar deals 1 damage to target player.£?X: Chandra Nalaar deals X damage to target creature.£?8: Chandra Nalaar deals 10 damage to target player and each creature he or she controls.,,,,,,,,,,,,,,,,132,,????,,,,Chandra Nalaàr,,Chandra Nalaar,,Chandra Nalaar,,?????????,,Chandra Nalaar,,?????? ??????,,Chandra Nalaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Child of Night,,Magic 2010,,M10,,191068,,Creature — Vampire,,2,,1,,,,{1}{B},,2,,Ash Wood,,"#_A vampire enacts vengeance on the entire world, claiming her debt two tiny pinpricks at a time._#",,B,,,,88,,C,,3.797,,,,,,Lifelink #_(Damage dealt by this creature also causes you to gain that much life.)_#,,,,,,,,,,,,,,,,88,,????,,,,Enfant de la nuit,,Kind der Nacht,,Figlia della Notte,,???,,Filha da Noite,,???? ????,,Hijo de la noche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Clone,,Magic 2010,,M10,,191321,,Creature — Shapeshifter,,0,,0,,,,{3}{U},,4,,Kev Walker,,#_The shapeshifter mimics with a twin's esteem and a mirror's cruelty._#,,U,,,,45,,R,,4.295,,"£7/15/2007 : If the chosen creature is copying something else (for example, if the chosen creature is another Clone), then your Clone enters the battlefield as whatever the chosen creature copied.£7/15/2007 : If the chosen creature is a token, Clone copies the original characteristics of that token as stated by the effect that put it onto the battlefield. Clone is not a token.£7/15/2007 : Any enters-the-battlefield abilities of the copied creature will trigger when Clone enters the battlefield. Any “as [this creature] enters the battlefield” or “[this creature] enters the battlefield with” abilities of the chosen creature will also work.£10/1/2009 : If the chosen creature has {X} in its mana cost (such as Protean Hydra), X is considered to be zero.£7/1/2012 : Clone copies exactly what was printed on the original creature and nothing more (unless that creature is copying something else or is a token; see below). It doesn’t copy whether that creature is tapped or untapped, whether it has any counters on it or Auras attached to it, or any non-copy effects that have changed its power, toughness, types, color, or so on.£7/1/2012 : If Clone somehow enters the battlefield at the same time as another creature, Clone can’t become a copy of that creature. You may only choose a creature that’s already on the battlefield.£7/1/2012 : You can choose not to copy anything. In that case, Clone enters the battlefield as a 0/0 Shapeshifter creature, and is probably put into the graveyard immediately.£7/1/2013 : Clone’s ability doesn’t target the chosen creature.",,,,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,,,,,,,,,,,,,,,,45,,???,,,,Clone,,Klon,,Clone,,????,,Clone,,????,,Clon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Coat of Arms,,Magic 2010,,M10,,191314,,Artifact,,,,,,,,{5},,5,,Scott M. Fischer,,#_A banner for bonds of blood or belief._#,,A,,,,207,,R,,4.298,,"£10/4/2004 : If a creature has more than one creature type, and one of those types matches the creature you are calculating for, then count that creature. Only one type needs to match in order to get counted.£10/4/2004 : If you have a creature with more than one creature type, count all creatures which have either creature type.£10/1/2009 : Sharing multiple creature types doesn’t give an additional bonus. Coat of Arms counts creatures, not creature types.",,,,"Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. #_(For example, if two Goblin Warriors and a Goblin Shaman are on the battlefield, each gets +2/+2.)_#",,,,,,,,,,,,,,,,207,,????,,,,Blason,,Waffenrock,,Stemma Araldico,,??,,Escudo de Armas,,???????? ???,,Escudo de armas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Consume Spirit,,Magic 2010,,M10,,189893,,Sorcery,,,,,,,,{X}{1}{B},,2,,Justin Sweet,,,,B,,,,89,,U,,3.719,,"£10/1/2009 : The amount of life you gain is equal to the number chosen for X, not the amount of damage Consume Spirit deals (in case some of it is prevented).£10/1/2009 : If the targeted creature or player is an illegal target by the time Consume Spirit would resolve, the entire spell is countered. You won’t gain any life.",,,,Spend only black mana on X.£Consume Spirit deals X damage to target creature or player and you gain X life.,,,,,,,,,,,,,,,,89,,????,,,,Absorption de l'esprit,,Geistesverbrauch,,Spirito Struggente,,????,,Consumir o Espírito,,??????????? ????,,Consumir el espíritu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Convincing Mirage,,Magic 2010,,M10,,190161,,Enchantment — Aura,,,,,,,,{1}{U},,2,,Ryan Pancoast,,"#_""Where are we? You must learn to ask more useful questions than that.""_#",,U,,,,46,,C,,3.01,,£10/1/2009 : The affected land loses its existing land types and any abilities printed on it. It becomes the chosen basic land type and now has the ability to tap to add one mana of the appropriate color to your mana pool. Convincing Mirage’s ability doesn’t change the affected land’s name or whether it’s legendary or basic.,,,,"Enchant land£As Convincing Mirage enters the battlefield, choose a basic land type.£Enchanted land is the chosen type.",,,,,,,,,,,,,,,,46,,????,,,,Mirage convaincant,,Überzeugendes Trugbild,,Miraggio Convincente,,??????,,Miragem Convincente,,???????????? ?????,,Espejismo convincente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Merfolk,,Magic 2010,,M10,,193749,,Creature — Merfolk,,2,,1,,,,{1}{U},,2,,rk post,,#_Merfolk are best known for their subtle magic. But those who try to fight them in their own territory quickly realize that merfolk are hardly defenseless on the field of battle._#,,U,,,,47,,C,,1.627,,,,,,,,,,,,,,,,,,,,,,47,,????,,,,Ondin des coraux,,Korallenmeervolk,,Tritone Corallino,,????????,,Tritões dos Corais,,?????????? ???????,,Tritón del coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Craw Wurm,,Magic 2010,,M10,,189903,,Creature — Wurm,,6,,4,,,,{4}{G}{G},,6,,Richard Sardinha,,#_The most terrifying thing about the craw wurm is probably the horrible crashing sound it makes as it speeds through the forest. This noise is so loud it echoes through the trees and seems to come from all directions at once._#,,G,,,,173,,C,,2.336,,,,,,,,,,,,,,,,,,,,,,173,,????,,,,Guivre vorace,,Tatzelwurm,,Wurm Devastatore,,????????,,Serpente Terrestre de Craw,,??????? ????,,Sierpe dragón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cudgel Troll,,Magic 2010,,M10,,189898,,Creature — Troll,,4,,3,,,,{2}{G}{G},,4,,Jesper Ejsing,,,,G,,,,174,,U,,3.862,,"£8/15/2010 : Activating Cudgel Troll’s ability causes a “regeneration shield” to be created for it. The next time Cudgel Troll would be destroyed that turn, the regeneration shield is used up instead. This works only if Cudgel Troll is dealt lethal damage, dealt damage from a source with deathtouch, or affected by a spell or ability that says to “destroy” it. Other effects that cause Cudgel Troll to be put into the graveyard (such as reducing its toughness to 0 or sacrificing it) don’t destroy it, so regeneration won’t save it. If it hasn’t been used, the regeneration shield goes away as the turn ends.£8/15/2010 : To work, the regeneration shield must be created before Cudgel Troll is destroyed. This usually means activating its ability during the declare blockers step, or in response to a spell or ability that would destroy it.£8/15/2010 : If Cudgel Troll is dealt lethal damage and is dealt damage by a source with deathtouch during the same combat damage step, a single regeneration shield will save it.",,,,"{G}: Regenerate Cudgel Troll. #_(The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)_#",,,,,,,,,,,,,,,,174,,????,,,,Troll à la trique,,Knüppel-Troll,,Troll col Randello,,???????,,Trol da Clava,,?????? ? ???????,,Trol del garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Darksteel Colossus,,Magic 2010,,M10,,191312,,Artifact Creature — Golem,,11,,11,,,,{11},,11,,Carl Critchlow,,,,A,,,,208,,M,,4.568,,"£7/1/2013 : Lethal damage, damage from a source with deathtouch, and effects that say “destroy” won’t cause a creature with indestructible to be put into the graveyard. However, a creature with indestructible can be put into the graveyard for a number of reasons. The most likely reasons are if it’s sacrificed or if its toughness is 0 or less. (In these cases, of course, Darksteel Colossus would be shuffled into its owner’s library instead of being put into its owner’s graveyard.)",,,,"Trample, indestructible£If Darksteel Colossus would be put into a graveyard from anywhere, reveal Darksteel Colossus and shuffle it into its owner's library instead.",,,,,,,,,,,,,,,,208,,????,,,,Colosse de sombracier,,Nachtstahl-Koloss,,Colosso di Darksteel,,???????????,,Colosso de Aço Negro,,?????? ?????? ?????,,Coloso de acero oscuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Recluse,,Magic 2010,,M10,,189924,,Creature — Spider,,1,,2,,,,{1}{G},,2,,Warren Mahy,,,,G,,,,175,,C,,4.014,,,,,,Reach #_(This creature can block creatures with flying.)_#£Deathtouch #_(Any amount of damage this deals to a creature is enough to destroy it.)_#,,,,,,,,,,,,,,,,175,,????,,,,Recluse mortelle,,Tödliche Einsiedlerspinne,,Eremita Letale,,????????,,Recluso Mortal,,???????????? ?????????,,Reclusa mortal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Deathmark,,Magic 2010,,M10,,190581,,Sorcery,,,,,,,,{B},,1,,Steven Belledin,,#_Even the noblest of intentions and strongest of wills inevitably crumble into dust._#,,B,,,,90,,U,,3.953,,,,,,Destroy target green or white creature.,,,,,,,,,,,,,,,,90,,??,,,,Mortemarque,,Todeszeichen,,Marchiare a Morte,,???,,Mancha da Morte,,????? ??????,,Marca mortal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Demon's Horn,,Magic 2010,,M10,,191247,,Artifact,,,,,,,,{2},,2,,Alan Pollack,,#_Its curve mimics the twists of life and death._#,,A,,,,209,,U,,2.305,,"£10/1/2009 : The ability triggers whenever any player, not just you, casts a black spell.£10/1/2009 : If a player casts a black spell, Demon’s Horn’s ability triggers and is put on the stack on top of that spell. Demon’s Horn’s ability will resolve (causing you to gain 1 life) before the spell does.",,,,"Whenever a player casts a black spell, you may gain 1 life.",,,,,,,,,,,,,,,,209,,????,,,,Corne de démon,,Dämonenhorn,,Corno del Demone,,????,,Chifre de Demônio,,??? ??????,,Cuerno de demonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabolic Tutor,,Magic 2010,,M10,,190533,,Sorcery,,,,,,,,{2}{B}{B},,4,,Greg Staples,,#_The wise always keep an ear open to the whispers of power._#,,B,,,,91,,U,,3.95,,,,,,Search your library for a card and put that card into your hand. Then shuffle your library.,,,,,,,,,,,,,,,,91,,????,,,,Précepteur démoniaque,,Teuflischer Lehrmeister,,Tutore Diabolico,,??????,,Tutor Diabólico,,??????????? ?????????,,Tutor diabólico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Disentomb,,Magic 2010,,M10,,190559,,Sorcery,,,,,,,,{B},,1,,Alex Horley-Orlandelli,,"#_""Stop complaining. You can rest when you're dead. Oh—sorry.""£—Liliana Vess_#",,B,,,,92,,C,,2.664,,"£10/1/2009 : A “creature card” is any card with the type creature, even if it has other types such as artifact, enchantment, or land. Older cards of type summon are also creature cards.",,,,Return target creature card from your graveyard to your hand.,,,,,,,,,,,,,,,,92,,??,,,,Défouissage,,Aus dem Grab holen,,Dissotterrare,,???,,Desencovar,,?????????? ?? ??????,,Sacar de la tumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorient,,Magic 2010,,M10,,190171,,Instant,,,,,,,,{3}{U},,4,,John Matson,,"#_""If it has a brain, even a primitive one, we can most surely scramble it.""£—Garild, merfolk mage_#",,U,,,,48,,C,,1.138,,£10/1/2009 : A creature with power 0 or less assigns no combat damage. (It doesn’t assign a negative amount of combat damage.),,,,Target creature gets -7/-0 until end of turn.,,,,,,,,,,,,,,,,48,,????,,,,Désorientation,,Desorientieren,,Sfasare,,????,,Desorientar,,????????????????,,Desorientar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
